ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
4056	"ENSG00000172590.18"	"MRPL52"	chr14	+	22829886	22830110	22829886	22829940	22830052	22830110	4056	151,216,79	131,155,58	29,27,21	59,78,80	201	89	3.77475828373e-15	1.32047907962e-13	0.338,0.382,0.376	0.179,0.133,0.104	0.227
523	"ENSG00000125656.8"	"CLPP"	chr19	+	6361868	6362542	6361868	6361940	6362445	6362542	523	113,116,57	257,286,115	23,17,24	168,170,179	594	89	3.88578058619e-15	1.34707060321e-13	0.062,0.057,0.069	0.02,0.015,0.02	0.044
1200	"ENSG00000160633.12"	"SAFB"	chr19	+	5667352	5667886	5667352	5667450	5667819	5667886	1200	8,25,9	475,477,205	64,18,43	206,215,273	458	89	6.10622663544e-15	2.06111930642e-13	0.003,0.01,0.008	0.057,0.016,0.03	-0.027
4322	"ENSG00000171877.20"	"FRMD5"	chr15	-	43873274	43874462	43873274	43873939	43874118	43874462	4322	340,354,130	11,15,4	166,300,475	41,53,72	268	89	6.10622663544e-15	2.06111930642e-13	0.911,0.887,0.915	0.573,0.653,0.687	0.267
683	"ENSG00000064961.18"	"HMG20B"	chr19	+	3573691	3574586	3573691	3573800	3574382	3574586	683	242,258,119	276,233,93	220,188,220	467,418,556	671	89	6.10622663544e-15	2.06111930642e-13	0.104,0.128,0.145	0.059,0.056,0.05	0.071
5084	"ENSG00000142546.13"	"NOSIP"	chr19	-	49557089	49558978	49557089	49557249	49558896	49558978	5084	97,100,56	565,628,262	128,155,188	377,330,300	1736	89	7.21644966006e-15	2.41468680799e-13	0.009,0.008,0.011	0.017,0.024,0.031	-0.015
3611	"ENSG00000143624.13"	"INTS3"	chr1	+	153772339	153772711	153772339	153772440	153772638	153772711	3611	23,19,8	111,110,32	43,72,51	40,52,73	287	89	7.32747196253e-15	2.43069931998e-13	0.06,0.051,0.072	0.25,0.3,0.178	-0.182
2918	"ENSG00000155363.18"	"MOV10"	chr1	+	112698286	112699810	112698286	112698789	112699684	112699810	2918	97,112,26	175,161,57	203,180,231	98,112,161	984	89	7.43849426499e-15	2.44643811382e-13	0.048,0.059,0.04	0.158,0.127,0.115	-0.084
4707	"ENSG00000196535.15"	"MYO18A"	chr17	-	29096760	29097350	29096760	29096915	29097222	29097350	4707	3,3,5	64,51,20	23,39,44	35,28,73	396	89	8.43769498715e-15	2.75154663649e-13	0.01,0.013,0.053	0.129,0.238,0.119	-0.137
3415	"ENSG00000087088.19"	"BAX"	chr19	+	48960809	48961798	48960809	48960914	48961531	48961798	3415	704,861,371	312,282,144	310,292,430	285,267,323	706	89	9.99200722163e-15	3.23102888982e-13	0.221,0.278,0.245	0.121,0.121,0.144	0.119
4051	"ENSG00000099331.13"	"MYO9B"	chr19	+	17202841	17203258	17202841	17202883	17203146	17203258	4051	13,8,5	68,70,35	61,56,75	81,62,98	352	89	1.18793863635e-14	3.80932322723e-13	0.046,0.028,0.035	0.16,0.186,0.162	-0.133
1444	"ENSG00000127980.15"	"PEX1"	chr7	-	92492952	92494396	92492952	92493129	92494292	92494396	1444	32,25,9	40,44,10	53,51,66	7,8,17	1252	89	1.487698853e-14	4.73112825318e-13	0.054,0.039,0.06	0.35,0.312,0.216	-0.242
3147	"ENSG00000169718.17"	"DUS1L"	chr17	-	82058340	82058818	82058340	82058416	82058780	82058818	3147	504,568,240	357,380,206	348,381,520	122,123,148	453	89	1.50990331349e-14	4.76238356583e-13	0.217,0.227,0.186	0.359,0.378,0.408	-0.172
3741	"ENSG00000138035.14"	"PNPT1"	chr2	-	55644636	55645432	55644636	55644720	55645348	55645432	3741	29,20,13	332,271,159	21,23,42	70,70,81	717	89	1.56541446472e-14	4.89732915467e-13	0.011,0.009,0.01	0.036,0.039,0.06	-0.035
2411	"ENSG00000135506.15"	"OS9"	chr12	+	57695961	57696373	57695961	57696038	57696274	57696373	2411	15,19,1	397,355,134	55,41,45	242,259,330	325	89	2.67563748935e-14	8.30310730566e-13	0.01,0.014,0.002	0.059,0.042,0.036	-0.037
5352	"ENSG00000147403.16"	"RPL10"	chrX	+	154399802	154400626	154399802	154399941	154400463	154400626	5352	1307,1334,513	2134,2223,1056	443,910,926	2129,2714,2765	611	89	3.16413562018e-14	9.74047509316e-13	0.082,0.08,0.066	0.029,0.047,0.047	0.035
4738	"ENSG00000125447.16"	"GGA3"	chr17	-	75241614	75242473	75241614	75241696	75242335	75242473	4738	106,104,33	145,140,51	106,168,231	66,68,106	728	89	4.94049245958e-14	1.50881071305e-12	0.082,0.083,0.073	0.164,0.232,0.21	-0.123
4143	"ENSG00000099330.8"	"OCEL1"	chr19	+	17226692	17227199	17226692	17226869	17226993	17227199	4143	92,105,28	18,13,2	32,38,45	27,51,40	213	89	5.58442181386e-14	1.69203583777e-12	0.681,0.771,0.854	0.331,0.237,0.32	0.473
4675	"ENSG00000197622.12"	"CDC42SE1"	chr1	-	151055015	151055993	151055015	151055126	151055676	151055993	4675	169,136,51	210,233,94	104,130,188	70,72,90	639	89	5.68434188608e-14	1.7088552795e-12	0.101,0.075,0.07	0.171,0.201,0.225	-0.117
531	"ENSG00000124357.12"	"NAGK"	chr2	+	71068649	71070586	71068649	71068712	71070501	71070586	531	111,123,28	74,53,10	106,91,144	13,8,16	1878	89	7.42739203474e-14	2.21555074029e-12	0.066,0.099,0.117	0.279,0.35,0.299	-0.215
3360	"ENSG00000183963.18"	"SMTN"	chr22	+	31099061	31099896	31099061	31099179	31099744	31099896	3360	33,41,12	230,217,87	98,61,62	118,140,157	654	89	8.09352584952e-14	2.39568365146e-12	0.019,0.025,0.018	0.102,0.056,0.051	-0.049
2338	"ENSG00000100764.13"	"PSMC1"	chr14	+	90269396	90270352	90269396	90269548	90270197	90270352	2338	54,95,26	299,320,185	57,61,78	100,104,97	738	89	8.99280649946e-14	2.64155109999e-12	0.021,0.035,0.017	0.064,0.066,0.088	-0.048
4171	"ENSG00000113240.12"	"CLK4"	chr5	-	178617343	178618778	178617343	178617434	178618555	178618778	4171	4,10,0	33,36,11	46,38,70	39,43,23	1210	89	9.09272657168e-14	2.65066756423e-12	0.009,0.02,0.0	0.08,0.061,0.183	-0.098
408	"ENSG00000100038.19"	"TOP3B"	chr22	-	21959131	21959736	21959131	21959232	21959586	21959736	408	29,23,12	43,62,18	79,79,73	11,18,28	443	89	9.67004254449e-14	2.79776870009e-12	0.119,0.069,0.118	0.591,0.469,0.344	-0.366
1082	"ENSG00000110321.15"	"EIF4G2"	chr11	-	10799551	10800348	10799551	10799756	10800089	10800348	1082	173,184,59	3468,3314,1546	52,148,303	939,1432,1784	422	89	1.48658862997e-13	4.26895003591e-12	0.01,0.012,0.008	0.012,0.021,0.035	-0.013
4766	"ENSG00000002016.17"	"RAD52"	chr12	-	929763	930144	929763	929886	930050	930144	4766	7,9,1	50,58,34	13,18,22	15,14,15	253	89	1.87516668859e-13	5.34491956866e-12	0.047,0.052,0.01	0.234,0.311,0.34	-0.259
5457	"ENSG00000100462.15"	"PRMT5"	chr14	-	22920528	22921056	22920528	22920731	22920987	22921056	5457	2670,3068,1472	47,58,37	921,1071,1371	3,0,8	345	89	2.00950367457e-13	5.68571333805e-12	0.936,0.932,0.911	0.988,1.0,0.978	-0.062
1911	"ENSG00000198563.13"	"DDX39B"	chr6	-	31532779	31535485	31532779	31532911	31535366	31535485	1911	3252,3381,1371	1689,1620,652	2724,2876,3882	739,752,947	2544	89	2.05169214951e-13	5.76270904476e-12	0.063,0.068,0.069	0.114,0.118,0.125	-0.052
4863	"ENSG00000108465.14"	"CDK5RAP3"	chr17	+	47975513	47976013	47975513	47975653	47975868	47976013	4863	544,573,290	137,163,100	579,548,563	59,67,70	304	89	2.21489493413e-13	6.1760258743e-12	0.538,0.507,0.459	0.742,0.705,0.702	-0.215
2898	"ENSG00000088038.17"	"CNOT3"	chr19	+	54153714	54155681	54153714	54153840	54155308	54155681	2898	169,159,52	162,160,87	237,259,302	89,92,176	1557	89	2.59459120855e-13	7.18272443921e-12	0.056,0.054,0.033	0.132,0.139,0.089	-0.072
2583	"ENSG00000170175.10"	"CHRNB1"	chr17	+	7447042	7447650	7447042	7447151	7447502	7447650	2583	10,1,6	42,34,34	21,51,55	35,26,34	440	89	3.22519788654e-13	8.86468676243e-12	0.046,0.006,0.034	0.108,0.284,0.247	-0.184
3406	"ENSG00000213780.10"	"GTF2H4"	chr6	+	30911683	30912146	30911683	30911767	30912013	30912146	3406	42,45,16	196,136,91	36,75,68	56,38,48	335	89	3.34621219622e-13	9.1320741355e-12	0.054,0.081,0.045	0.146,0.344,0.273	-0.194
1624	"ENSG00000179889.18"	"PDXDC1"	chr16	+	15031734	15032979	15031734	15031906	15032860	15032979	1624	22,28,8	288,218,78	41,96,80	206,171,228	1043	89	3.45279360658e-13	9.29115370498e-12	0.006,0.011,0.009	0.017,0.046,0.029	-0.022
3294	"ENSG00000198818.9"	"SFT2D1"	chr6	-	166322856	166324595	166322856	166322886	166324536	166324595	3294	109,104,36	471,498,219	117,162,258	321,368,366	1739	89	3.44835271449e-13	9.29115370498e-12	0.012,0.011,0.008	0.018,0.022,0.035	-0.015
299	"ENSG00000125731.12"	"SH2D3A"	chr19	-	6754051	6754425	6754051	6754163	6754250	6754425	299	47,42,14	70,78,37	98,125,179	55,46,94	176	89	4.01345623402e-13	1.07248469365e-11	0.253,0.214,0.161	0.474,0.579,0.491	-0.305
4725	"ENSG00000161204.11"	"ABCF3"	chr3	+	184187396	184187761	184187396	184187443	184187663	184187761	4725	58,45,10	258,341,113	37,60,60	84,114,107	309	89	4.4364512064e-13	1.17734236153e-11	0.061,0.037,0.025	0.113,0.132,0.139	-0.087
2538	"ENSG00000148303.16"	"RPL7A"	chr9	+	133350239	133350727	133350239	133350319	133350596	133350727	2538	685,783,236	8300,8449,3834	276,378,341	8459,9077,9244	366	89	4.72177852373e-13	1.24447970954e-11	0.02,0.022,0.015	0.008,0.01,0.009	0.01
433	"ENSG00000101194.17"	"SLC17A9"	chr20	+	62966702	62968597	62966702	62966732	62967336	62968597	433	252,315,91	37,34,8	123,123,187	49,54,91	693	89	5.35460564777e-13	1.4016681995e-11	0.467,0.543,0.594	0.244,0.226,0.209	0.308
3568	"ENSG00000157191.19"	"NECAP2"	chr1	+	16449092	16452015	16449092	16449201	16451837	16452015	3568	19,42,20	146,126,65	45,93,106	64,94,116	2725	89	6.10400618939e-13	1.58704160924e-11	0.004,0.011,0.01	0.022,0.031,0.029	-0.019
2724	"ENSG00000161217.11"	"PCYT1A"	chr3	-	196247366	196248323	196247366	196247518	196248206	196248323	2724	24,19,5	184,219,105	13,31,51	54,76,95	777	89	6.3615779311e-13	1.64290952207e-11	0.015,0.01,0.005	0.027,0.045,0.058	-0.033
3002	"ENSG00000100429.17"	"HDAC10"	chr22	-	50246297	50246735	50246297	50246376	50246678	50246735	3002	46,41,16	57,80,23	107,95,129	39,36,67	391	89	6.52033982362e-13	1.67268450942e-11	0.155,0.104,0.137	0.384,0.375,0.305	-0.223
4954	"ENSG00000204843.12"	"DCTN1"	chr2	-	74367970	74368880	74367970	74368131	74368727	74368880	4954	27,25,6	228,256,90	32,58,70	112,145,185	685	89	7.01549929261e-13	1.78779081311e-11	0.015,0.013,0.009	0.036,0.049,0.047	-0.032
3785	"ENSG00000170581.13"	"STAT2"	chr12	-	56354777	56355351	56354777	56354863	56355275	56355351	3785	59,39,12	52,36,18	97,99,120	14,20,30	501	89	7.79820652497e-13	1.97417754658e-11	0.168,0.161,0.106	0.552,0.468,0.415	-0.333
1041	"ENSG00000234741.7"	"GAS5"	chr1	-	173864256	173864506	173864256	173864304	173864483	173864506	1041	1252,1049,402	823,768,351	378,751,864	791,1300,935	268	89	9.65116875307e-13	2.42730048116e-11	0.336,0.312,0.276	0.137,0.161,0.235	0.13
4410	"ENSG00000161960.14"	"EIF4A1"	chr17	+	7574259	7574678	7574259	7574308	7574547	7574678	4410	44,41,21	116,122,55	47,45,56	38,30,41	328	89	1.26021415525e-12	3.14889874636e-11	0.093,0.084,0.094	0.251,0.289,0.27	-0.18
4475	"ENSG00000120798.16"	"NR2C1"	chr12	-	95057730	95058489	95057730	95057878	95058309	95058489	4475	52,35,22	55,44,26	58,90,154	21,21,32	520	89	1.30773170071e-12	3.24654940925e-11	0.139,0.12,0.127	0.321,0.423,0.452	-0.27
1810	"ENSG00000183258.11"	"DDX41"	chr5	-	177516287	177516835	177516287	177516447	177516724	177516835	1810	35,19,15	371,373,126	38,68,80	236,242,241	366	89	1.38156153184e-12	3.40785177854e-11	0.022,0.012,0.028	0.038,0.064,0.075	-0.038
2323	"ENSG00000124574.14"	"ABCC10"	chr6	+	43437933	43438795	43437933	43438013	43438623	43438795	2323	5,9,0	39,28,9	9,22,33	6,14,12	699	89	1.5014656185e-12	3.68002528662e-11	0.016,0.039,0.0	0.16,0.167,0.259	-0.177
4242	"ENSG00000092203.13"	"TOX4"	chr14	+	21487450	21488850	21487450	21487693	21488589	21488850	4242	22,30,3	151,130,72	13,46,110	69,71,143	985	89	1.76370029692e-12	4.29539160921e-11	0.013,0.02,0.004	0.017,0.055,0.065	-0.033
2594	"ENSG00000198755.10"	"RPL10A"	chr6	+	35468946	35469529	35468946	35469027	35469380	35469529	2594	1212,1185,600	4541,4460,2057	421,542,732	3387,4074,3890	442	89	2.05946371068e-12	4.9781090361e-11	0.051,0.051,0.055	0.024,0.026,0.037	0.023
941	"ENSG00000099901.16"	"RANBP1"	chr22	+	20126302	20127181	20126302	20126368	20126951	20127181	941	116,137,46	1688,1793,979	62,103,70	382,488,479	672	89	2.06989980711e-12	4.9781090361e-11	0.009,0.01,0.006	0.021,0.027,0.019	-0.014
3362	"ENSG00000183963.18"	"SMTN"	chr22	+	31080449	31080754	31080449	31080569	31080675	31080754	3362	107,82,50	23,16,10	28,35,51	0,0,0	195	89	2.61279886615e-12	6.24475157574e-11	0.68,0.701,0.695	1.0,1.0,1.0	-0.308
2586	"ENSG00000163479.13"	"SSR2"	chr1	-	156011809	156012565	156011809	156011887	156012384	156012565	2586	7,28,13	4,5,3	13,18,18	0,0,0	586	89	2.72015743263e-12	6.46121345726e-11	0.21,0.46,0.397	1.0,1.0,1.0	-0.644
2460	"ENSG00000143774.16"	"GUK1"	chr1	+	228145509	228146067	228145509	228145649	228146025	228146067	2460	60,56,27	11,9,5	136,183,275	2,5,0	465	89	3.25639515353e-12	7.68748990846e-11	0.511,0.544,0.508	0.929,0.875,1.0	-0.414
4796	"ENSG00000144591.18"	"GMPPA"	chr2	+	219500120	219502037	219500120	219500218	219501475	219502037	4796	55,41,36	240,215,72	78,75,122	109,121,148	1346	89	3.55382390183e-12	8.33848437454e-11	0.015,0.012,0.032	0.045,0.039,0.052	-0.026
3928	"ENSG00000111674.8"	"ENO2"	chr12	+	6916670	6917107	6916670	6916729	6917037	6917107	3928	69,49,36	139,174,64	989,1037,1419	902,985,1717	397	89	3.94217991584e-12	9.19364140373e-11	0.1,0.059,0.112	0.197,0.191,0.156	-0.091
378	"ENSG00000117308.14"	"GALE"	chr1	-	23798116	23798730	23798116	23798230	23798614	23798730	378	66,70,16	198,179,71	96,154,173	99,131,262	473	89	4.16555678839e-12	9.65606176008e-11	0.059,0.069,0.041	0.154,0.181,0.111	-0.092
2915	"ENSG00000141456.14"	"PELP1"	chr17	-	4675273	4675884	4675273	4675362	4675796	4675884	2915	51,44,21	176,157,75	65,75,81	92,73,93	523	89	4.59809967879e-12	1.05949027329e-10	0.047,0.046,0.045	0.107,0.149,0.129	-0.082
1281	"ENSG00000213983.11"	"AP1G2"	chr14	-	23565815	23566160	23565815	23565892	23566063	23566160	1281	77,80,38	36,49,18	165,161,242	21,21,41	260	89	4.88376006302e-12	1.11861361443e-10	0.423,0.359,0.419	0.729,0.724,0.669	-0.307
4795	"ENSG00000144591.18"	"GMPPA"	chr2	+	219501475	219502037	219501475	219501579	219501850	219502037	4795	59,64,30	167,247,72	61,84,137	97,81,135	360	89	5.08526554199e-12	1.15787584648e-10	0.08,0.06,0.093	0.135,0.204,0.201	-0.102
2889	"ENSG00000141013.15"	"GAS8"	chr16	+	90036380	90037399	90036380	90036586	90037231	90037399	2889	74,37,26	120,113,42	47,92,130	44,54,76	734	89	7.31126270637e-12	1.6549258173e-10	0.07,0.038,0.07	0.115,0.171,0.172	-0.093
4085	"ENSG00000007202.14"	"KIAA0100"	chr17	-	28643163	28643659	28643163	28643311	28643609	28643659	4085	24,15,2	183,186,63	18,33,64	78,100,124	387	89	9.5761176766e-12	2.15490648068e-10	0.029,0.018,0.007	0.05,0.071,0.106	-0.058
3328	"ENSG00000165792.17"	"METTL17"	chr14	+	20995900	20996292	20995900	20995951	20996208	20996292	3328	84,93,26	314,310,126	82,85,118	142,142,107	346	89	1.08715259017e-11	2.43218788778e-10	0.064,0.072,0.05	0.129,0.133,0.221	-0.099
4540	"ENSG00000137312.14"	"FLOT1"	chr6	-	30730681	30731100	30730681	30730727	30730918	30731100	4540	76,41,3	330,283,138	62,94,89	122,222,255	280	89	1.35857991523e-11	3.0218586785e-10	0.068,0.044,0.007	0.139,0.119,0.1	-0.08
700	"ENSG00000127054.19"	"CPSF3L"	chr1	-	1320455	1321093	1320455	1320529	1320995	1321093	700	78,83,36	239,268,94	50,133,140	109,99,124	555	89	1.4857892694e-11	3.28581443026e-10	0.05,0.047,0.058	0.069,0.177,0.153	-0.081
4065	"ENSG00000090863.11"	"GLG1"	chr16	-	74462487	74463479	74462487	74462630	74463355	74463479	4065	20,0,8	698,621,239	113,92,156	458,614,873	814	89	1.49499301827e-11	3.28727607674e-10	0.003,0.0,0.004	0.026,0.016,0.019	-0.018
5006	"ENSG00000184162.14"	"NR2C2AP"	chr19	-	19201415	19202041	19201415	19201563	19201930	19202041	5006	1332,1307,655	28,38,17	443,470,590	0,1,3	456	89	1.5843104606e-11	3.46387877977e-10	0.903,0.87,0.883	1.0,0.989,0.975	-0.103
5176	"ENSG00000203875.10"	"SNHG5"	chr6	-	85677794	85678032	85677794	85677875	85677953	85678032	5176	97,171,89	611,605,297	29,39,106	348,717,629	167	89	1.81428205792e-11	3.94426969428e-10	0.078,0.131,0.138	0.043,0.028,0.082	0.065
2481	"ENSG00000213397.10"	"HAUS7"	chrX	-	153454393	153455766	153454393	153454508	153455541	153455766	2481	64,57,24	76,120,52	1,4,3	30,43,38	1122	89	1.88782323107e-11	4.08109201863e-10	0.063,0.036,0.035	0.003,0.007,0.006	0.039
2406	"ENSG00000100949.14"	"RABGGTA"	chr14	-	24266429	24266889	24266429	24266517	24266775	24266889	2406	2,6,7	96,101,30	21,10,36	39,45,73	347	89	1.9336421353e-11	4.15679046739e-10	0.005,0.015,0.056	0.121,0.054,0.112	-0.07
607	"ENSG00000179335.18"	"CLK3"	chr15	+	74620008	74622216	74620008	74620225	74622119	74622216	607	174,154,66	140,117,61	661,916,996	358,282,302	1983	89	1.94444460533e-11	4.15679046739e-10	0.053,0.056,0.046	0.077,0.127,0.129	-0.059
833	"ENSG00000183018.8"	"SPNS2"	chr17	+	4536075	4536426	4536075	4536174	4536262	4536426	833	3,6,3	1,0,0	1,3,1	19,7,18	177	89	2.11668460537e-11	4.50000130468e-10	0.601,1.0,1.0	0.026,0.177,0.027	0.79
5542	"ENSG00000111364.15"	"DDX55"	chr12	+	123607431	123608829	123607431	123607662	123608679	123608829	5542	190,214,91	178,178,72	84,197,347	42,55,76	1106	89	2.30695462733e-11	4.87756121207e-10	0.079,0.088,0.092	0.139,0.224,0.269	-0.124
5351	"ENSG00000147403.16"	"RPL10"	chrX	+	154399337	154399594	154399337	154399396	154399486	154399594	5351	210,194,78	2187,2316,1105	70,102,125	2219,2532,2607	179	89	2.68939315262e-11	5.65507368923e-10	0.046,0.04,0.034	0.015,0.02,0.023	0.021
5349	"ENSG00000135018.13"	"UBQLN1"	chr9	-	83666349	83669327	83666349	83666433	83669184	83669327	5349	245,193,56	718,713,313	103,189,312	251,239,417	2840	89	3.31465965786e-11	6.93196215405e-10	0.011,0.008,0.006	0.013,0.024,0.023	-0.012
4829	"ENSG00000196365.11"	"LONP1"	chr19	-	5696248	5696757	5696248	5696371	5696669	5696757	4829	23,31,10	554,554,235	52,77,75	430,434,615	387	89	3.38004069178e-11	7.0304846389e-10	0.009,0.013,0.01	0.027,0.039,0.027	-0.02
1406	"ENSG00000021776.10"	"AQR"	chr15	-	34873827	34874864	34873827	34873999	34874676	34874864	1406	8,5,4	123,93,31	11,11,31	28,32,47	766	89	4.60287363779e-11	9.52250417108e-10	0.008,0.006,0.015	0.044,0.038,0.071	-0.041
3455	"ENSG00000100722.18"	"ZC3H14"	chr14	+	88609266	88609803	88609266	88609403	88609711	88609803	3455	7,1,8	155,120,63	4,18,35	44,63,82	397	89	4.88252771547e-11	1.00470409888e-09	0.01,0.002,0.028	0.02,0.06,0.087	-0.042
1712	"ENSG00000163702.18"	"IL17RC"	chr3	+	9923880	9924291	9923880	9924020	9924231	9924291	1712	3,5,2	20,16,3	46,55,56	15,28,23	300	89	5.04362107634e-11	1.03233265435e-09	0.043,0.085,0.165	0.476,0.368,0.419	-0.323
4627	"ENSG00000177595.17"	"PIDD1"	chr11	-	801444	802090	801444	801624	801964	802090	4627	36,43,9	54,35,13	5,0,11	37,25,52	429	89	5.44133627045e-11	1.10784454861e-09	0.122,0.203,0.126	0.027,0.0,0.042	0.127
5628	"ENSG00000108963.17"	"DPH1"	chr17	+	2035969	2036686	2035969	2036091	2036528	2036686	5628	12,4,0	75,76,27	10,25,27	17,38,54	526	89	5.70471447858e-11	1.15535480598e-09	0.026,0.009,0.0	0.091,0.1,0.078	-0.078
407	"ENSG00000100038.19"	"TOP3B"	chr22	-	21957026	21958693	21957026	21957595	21958491	21958693	407	132,104,38	43,48,16	125,128,121	14,10,8	985	89	5.73997516184e-11	1.15640965564e-09	0.217,0.164,0.177	0.447,0.536,0.577	-0.334
4684	"ENSG00000174996.11"	"KLC2"	chr11	+	66266432	66267859	66266432	66266490	66266872	66267859	4684	16,19,4	125,149,50	19,40,27	78,41,41	471	89	5.78693759579e-11	1.15979874316e-09	0.024,0.024,0.015	0.044,0.156,0.111	-0.083
1044	"ENSG00000234741.7"	"GAS5"	chr1	-	173864483	173864704	173864483	173864506	173864674	173864704	1044	1136,1040,472	819,699,333	376,701,935	796,1320,909	257	89	6.03052052739e-11	1.20235455904e-09	0.324,0.34,0.329	0.141,0.155,0.263	0.145
1652	"ENSG00000068308.13"	"OTUD5"	chrX	-	48934463	48934867	48934463	48934612	48934710	48934867	1652	9,15,3	167,194,73	41,35,41	157,118,195	187	89	6.58151311228e-11	1.30544651835e-09	0.025,0.035,0.019	0.111,0.124,0.091	-0.082
1828	"ENSG00000174744.13"	"BRMS1"	chr11	-	66338242	66338785	66338242	66338282	66338720	66338785	1828	18,22,17	218,268,144	14,38,19	62,68,59	527	89	7.33471061665e-11	1.44738289502e-09	0.014,0.014,0.02	0.037,0.086,0.052	-0.042
3279	"ENSG00000132300.18"	"PTCD3"	chr2	+	86130647	86131106	86130647	86130737	86131077	86131106	3279	44,34,17	361,356,159	18,50,84	79,165,226	429	89	7.57820473041e-11	1.48780264299e-09	0.025,0.019,0.022	0.045,0.059,0.072	-0.037
3176	"ENSG00000175061.17"	"LRRC75A-AS1"	chr17	+	16439036	16439414	16439036	16439060	16439326	16439414	3176	154,143,56	317,317,114	39,61,47	234,277,240	355	89	7.83371145729e-11	1.5301584613e-09	0.109,0.102,0.11	0.04,0.052,0.047	0.061
1059	"ENSG00000187325.4"	"TAF9B"	chrX	-	78137748	78138098	78137748	78137883	78137961	78138098	1059	0,0,1	131,106,53	1,6,11	10,20,16	167	89	1.01579744616e-10	1.97413564284e-09	0.0,0.0,0.01	0.051,0.138,0.268	-0.149
2230	"ENSG00000012822.15"	"CALCOCO1"	chr12	-	53713700	53714241	53713700	53713900	53714132	53714241	2230	18,18,2	37,31,5	117,102,85	45,49,42	321	89	1.15385700994e-10	2.23117677098e-09	0.119,0.139,0.1	0.419,0.366,0.359	-0.262
4329	"ENSG00000101158.13"	"NELFCD"	chr20	+	58988913	58989640	58988913	58989021	58989487	58989640	4329	49,80,25	321,329,132	54,72,145	173,159,210	555	89	1.21649246232e-10	2.3405314975e-09	0.024,0.038,0.029	0.048,0.068,0.1	-0.042
3701	"ENSG00000143633.12"	"C1orf131"	chr1	-	231223762	231225523	231223762	231224414	231225470	231225523	3701	18,16,19	264,209,127	2,37,24	30,38,60	1145	89	1.3612400096e-10	2.60599579947e-09	0.005,0.006,0.011	0.005,0.07,0.03	-0.028
69	"ENSG00000073060.15"	"SCARB1"	chr12	-	124782682	124786503	124782682	124782811	124786356	124786503	69	487,393,164	285,276,121	372,576,1015	177,220,222	3634	89	1.46195611173e-10	2.78495401878e-09	0.04,0.034,0.032	0.049,0.06,0.101	-0.035
1254	"ENSG00000121073.13"	"SLC35B1"	chr17	-	49705123	49706309	49705123	49705281	49705865	49706309	1254	44,22,9	516,492,219	31,29,30	128,132,142	673	89	1.53483670218e-10	2.9093850394e-09	0.011,0.006,0.005	0.031,0.028,0.027	-0.021
4925	"ENSG00000101365.20"	"IDH3B"	chr20	-	2659698	2660176	2659698	2659793	2660029	2660176	4925	92,104,29	490,402,169	20,33,25	342,281,384	325	89	1.55745527586e-10	2.93778818701e-09	0.049,0.066,0.045	0.016,0.031,0.018	0.032
4173	"ENSG00000113240.12"	"CLK4"	chr5	-	178616881	178618778	178616881	178616948	178617343	178618778	4173	2,7,4	21,51,7	33,52,57	42,59,44	484	89	1.66702096571e-10	3.12912032978e-09	0.017,0.025,0.095	0.126,0.139,0.192	-0.107
490	"ENSG00000065357.19"	"DGKA"	chr12	+	55938914	55939305	55938914	55938989	55939185	55939305	490	1,2,0	62,63,40	10,18,19	44,53,79	285	89	1.78014269991e-10	3.32523743168e-09	0.005,0.01,0.0	0.066,0.096,0.07	-0.072
1382	"ENSG00000173209.22"	"AHSA2"	chr2	+	61185501	61186497	61185501	61185618	61186445	61186497	1382	152,115,35	44,37,26	279,412,833	22,52,45	916	89	1.93935090209e-10	3.605131532e-09	0.251,0.232,0.116	0.552,0.435,0.643	-0.344
5611	"ENSG00000071564.14"	"TCF3"	chr19	-	1609292	1611849	1609292	1610500	1611703	1611849	5611	2784,2537,1218	34,43,18	1535,2034,2811	7,7,9	1292	89	1.95856109109e-10	3.62333801852e-09	0.849,0.803,0.823	0.938,0.952,0.956	-0.124
11	"ENSG00000068438.14"	"FTSJ1"	chrX	+	48477960	48478518	48477960	48478168	48478448	48478518	11	15,37,11	231,278,110	19,37,56	102,87,144	369	89	1.97159288895e-10	3.62999494578e-09	0.015,0.031,0.024	0.043,0.093,0.086	-0.051
2897	"ENSG00000088038.17"	"CNOT3"	chr19	+	54143659	54144134	54143659	54143749	54144005	54144134	2897	11,14,1	285,304,106	24,30,28	173,168,174	345	89	2.00399696837e-10	3.67208587347e-09	0.01,0.012,0.002	0.035,0.044,0.04	-0.032
2114	"ENSG00000170889.13"	"RPS9"	chr19	+	54206275	54206724	54206275	54206462	54206552	54206724	2114	76,130,49	86,119,31	42,37,70	138,175,130	179	89	2.21844431714e-10	4.0457695414e-09	0.305,0.352,0.44	0.131,0.095,0.211	0.22
1045	"ENSG00000234741.7"	"GAS5"	chr1	-	173865856	173866206	173865856	173865894	173866176	173866206	1045	525,424,184	1022,878,388	155,327,445	959,1362,1051	371	89	2.25580665258e-10	4.09450188638e-09	0.11,0.104,0.102	0.037,0.054,0.092	0.044
